"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","natal_iso"
619,324.356,0.706637298740178,0.853823878253898,648.712,"2016_yk_215","Yukon",2016,NA,0.70678183622114
620,324.88,0.70794125207104,0.861117956072433,649.76,"2016_yk_215","Yukon",2016,NA,0.70678183622114
621,325.404,0.706119128476195,0.867150184263059,650.808,"2016_yk_215","Yukon",2016,NA,0.70678183622114
622,325.928,0.706211764303752,0.870712451926913,651.856,"2016_yk_215","Yukon",2016,NA,0.70678183622114
623,326.452,0.705492066377963,0.86941472292086,652.904,"2016_yk_215","Yukon",2016,NA,0.70678183622114
624,326.976,0.706755905910038,0.854712414796378,653.952,"2016_yk_215","Yukon",2016,NA,0.70678183622114
625,327.5,0.70623719699981,0.870523630504852,655,"2016_yk_215","Yukon",2016,NA,0.70678183622114
626,328.024,0.706157808146535,0.870687569699283,656.048,"2016_yk_215","Yukon",2016,NA,0.70678183622114
627,328.548,0.706919103923536,0.876262346865315,657.096,"2016_yk_215","Yukon",2016,NA,0.70678183622114
628,329.072,0.70641189883827,0.865689379364554,658.144,"2016_yk_215","Yukon",2016,NA,0.70678183622114
629,329.596,0.706855408769513,0.864626587506251,659.192,"2016_yk_215","Yukon",2016,NA,0.70678183622114
630,330.12,0.708459254553596,0.868766129828558,660.24,"2016_yk_215","Yukon",2016,NA,0.70678183622114
631,330.644,0.70580955358552,0.853571612088706,661.288,"2016_yk_215","Yukon",2016,NA,0.70678183622114
632,331.168,0.707200621309102,0.865524094877861,662.336,"2016_yk_215","Yukon",2016,NA,0.70678183622114
633,331.692,0.707399280254654,0.860736776890371,663.384,"2016_yk_215","Yukon",2016,NA,0.70678183622114
634,332.216,0.708104153141375,0.853246610291411,664.432,"2016_yk_215","Yukon",2016,NA,0.70678183622114
635,332.74,0.707031384912579,0.852734883144604,665.48,"2016_yk_215","Yukon",2016,NA,0.70678183622114
636,333.264,0.706541604221609,0.867919486555633,666.528,"2016_yk_215","Yukon",2016,NA,0.70678183622114
637,333.788,0.707639121930014,0.860709287053922,667.576,"2016_yk_215","Yukon",2016,NA,0.70678183622114
638,334.312,0.708018801973861,0.859621658328372,668.624,"2016_yk_215","Yukon",2016,NA,0.70678183622114
639,334.836,0.706399099376717,0.860203704413578,669.672,"2016_yk_215","Yukon",2016,NA,0.70678183622114
640,335.36,0.707301338869147,0.840064602007518,670.72,"2016_yk_215","Yukon",2016,NA,0.70678183622114
641,335.884,0.707117866354311,0.853582108177297,671.768,"2016_yk_215","Yukon",2016,NA,0.70678183622114
642,336.408,0.70763170532761,0.872856883240309,672.816,"2016_yk_215","Yukon",2016,NA,0.70678183622114
643,336.932,0.705706313711493,0.86459090286079,673.864,"2016_yk_215","Yukon",2016,NA,0.70678183622114
644,337.456,0.707017764849604,0.860158583946586,674.912,"2016_yk_215","Yukon",2016,NA,0.70678183622114
645,337.98,0.705558533773192,0.867636136489908,675.96,"2016_yk_215","Yukon",2016,NA,0.70678183622114
646,338.504,0.707529518423122,0.876742255860165,677.008,"2016_yk_215","Yukon",2016,NA,0.70678183622114
647,339.028,0.707189097015851,0.885537974574272,678.056,"2016_yk_215","Yukon",2016,NA,0.70678183622114
648,339.552,0.70729093946008,0.863432826064393,679.104,"2016_yk_215","Yukon",2016,0.706760296335138,0.70678183622114
649,340.076,0.707653233280055,0.852664162869883,680.152,"2016_yk_215","Yukon",2016,0.706768298541163,0.70678183622114
650,340.6,0.705264783559123,0.85349475599554,681.2,"2016_yk_215","Yukon",2016,0.706768443083918,0.70678183622114
651,341.124,0.707147581388471,0.856125517540089,682.248,"2016_yk_215","Yukon",2016,0.70677474545306,0.70678183622114
652,341.648,0.708610421915326,0.856495128824079,683.296,"2016_yk_215","Yukon",2016,0.706794795308826,0.70678183622114
653,342.172,0.706863499696623,0.852479088669057,684.344,"2016_yk_215","Yukon",2016,0.706800027245325,0.70678183622114
654,342.696,0.706328362066461,0.853565517621226,685.392,"2016_yk_215","Yukon",2016,0.706799424239162,0.70678183622114
655,343.22,0.70646692118409,0.840260514306351,686.44,"2016_yk_215","Yukon",2016,0.7068054748369,0.70678183622114
656,343.744,0.706860933737307,0.845479382575525,687.488,"2016_yk_215","Yukon",2016,0.706814592056343,0.70678183622114
657,344.268,0.706278122589887,0.845143887959778,688.536,"2016_yk_215","Yukon",2016,0.706819074159437,0.70678183622114
658,344.792,0.704770131945516,0.841851649387163,689.584,"2016_yk_215","Yukon",2016,0.706827814307255,0.70678183622114
659,345.316,0.70567497575545,0.828976863441539,690.632,"2016_yk_215","Yukon",2016,0.706816008919413,0.70678183622114
660,345.84,0.707324127724761,0.835159665120579,691.68,"2016_yk_215","Yukon",2016,0.706772057739991,0.70678183622114
661,346.364,0.706884247665255,0.830999065924777,692.728,"2016_yk_215","Yukon",2016,0.706777143930053,0.70678183622114
662,346.888,0.705802289206616,0.840189699500678,693.776,"2016_yk_215","Yukon",2016,0.706755084949071,0.70678183622114
663,347.412,0.70593094464925,0.854486078281974,694.824,"2016_yk_215","Yukon",2016,0.706777702860508,0.70678183622114
