"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
71,37.204,0.707946358620118,0.106446808556916,74.408,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
72,37.728,0.718067263983912,0.11372547205174,75.456,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
73,38.252,0.715572738748288,0.11245319139277,76.504,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
74,38.776,0.716977429341529,0.111631197844931,77.552,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
75,39.3,0.717346638748805,0.111487677620246,78.6,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
76,39.824,0.712286712996415,0.114861547538096,79.648,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
77,40.348,0.713335868362282,0.125991998848543,80.696,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
78,40.872,0.722554060162093,0.135534292433866,81.744,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
79,41.396,0.716429585949604,0.140588606952086,82.792,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
80,41.92,0.70984916974818,0.151564010175485,83.84,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
81,42.444,0.710525232584956,0.16102084657045,84.888,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
82,42.968,0.717044010683285,0.164526486981046,85.936,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
83,43.492,0.711955083836883,0.160752147799309,86.984,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
84,44.016,0.718201094624539,0.155732282206856,88.032,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
85,44.54,0.707677381391327,0.137813049576467,89.08,"2019_yk_165","Yukon",2019,NA,NA,NA,524.910008783588,699.813062418543,1254.456,0.713312910423551
