"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
30,15.72,0.712673394499062,0.420052452404353,31.44,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
31,16.244,0.708259456277657,0.515954737441098,32.488,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
32,16.768,0.708869176580777,0.572118020959923,33.536,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
33,17.292,0.707444443949067,0.595691349821932,34.584,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
34,17.816,0.708191959822693,0.588968469512612,35.632,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
35,18.34,0.707314957244402,0.582957013282438,36.68,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
36,18.864,0.710210084971503,0.581856365800465,37.728,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
37,19.388,0.710352824382545,0.581192510941074,38.776,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
38,19.912,0.70886063485785,0.588221876044977,39.824,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
39,20.436,0.70955163903027,0.591982355634421,40.872,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
40,20.96,0.709504776799688,0.6022495352711,41.92,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
41,21.484,0.709880511524922,0.605531557839943,42.968,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
42,22.008,0.71040448922151,0.612344603434004,44.016,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
43,22.532,0.708949049957043,0.612799668920846,45.064,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
44,23.056,0.709546502252703,0.603881085622487,46.112,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
45,23.58,0.708205016620725,0.606568160625828,47.16,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
46,24.104,0.706781261699871,0.597248088829841,48.208,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
47,24.628,0.709819103061854,0.5959222015886,49.256,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
48,25.152,0.709527248500374,0.604649355362894,50.304,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
49,25.676,0.70919287686597,0.608804856855571,51.352,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
50,26.2,0.709094648974186,0.611482028022221,52.4,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
51,26.724,0.709375471742129,0.62203325170236,53.448,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
52,27.248,0.709230301959093,0.6228337262121,54.496,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
53,27.772,0.707738274953112,0.615895765458126,55.544,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
54,28.296,0.70739578932642,0.613836800964221,56.592,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
55,28.82,0.707730080197986,0.617916228993664,57.64,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
56,29.344,0.709701973433935,0.616598542831416,58.688,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
57,29.868,0.708018852822226,0.612631635740284,59.736,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
58,30.392,0.709424675579875,0.623944754224968,60.784,"2014_nk_151","Nush",2014,NA,NA,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
59,30.916,0.706567909320617,0.635026263465134,61.832,"2014_nk_151","Nush",2014,0.708836705807753,0.638284068122844,NA,458.21934184654,624.005410804318,1291.136,0.707836935790345
60,31.44,0.707518921051021,0.638906454432758,62.88,"2014_nk_151","Nush",2014,0.708761493371316,0.643434104492909,0.00515003637006506,458.21934184654,624.005410804318,1291.136,0.707836935790345
61,31.964,0.70875206062258,0.639454498530826,63.928,"2014_nk_151","Nush",2014,0.70876432289295,0.646834167299698,0.00340006280678895,458.21934184654,624.005410804318,1291.136,0.707836935790345
62,32.488,0.708824533669368,0.655713157148829,64.976,"2014_nk_151","Nush",2014,0.708765250993705,0.649233125260911,0.00239895796121337,458.21934184654,624.005410804318,1291.136,0.707836935790345
63,33.012,0.708649443721509,0.658004721917775,66.024,"2014_nk_151","Nush",2014,0.708791935065241,0.651401283545307,0.00216815828439543,458.21934184654,624.005410804318,1291.136,0.707836935790345
64,33.536,0.708809977949598,0.650815962385681,67.072,"2014_nk_151","Nush",2014,0.708799808240371,0.653932270556094,0.00253098701078747,458.21934184654,624.005410804318,1291.136,0.707836935790345
65,34.06,0.708222520039414,0.643867931662683,68.12,"2014_nk_151","Nush",2014,0.708824951250594,0.656722603800491,0.00279033324439715,458.21934184654,624.005410804318,1291.136,0.707836935790345
66,34.584,0.708433524799949,0.678406158009665,69.168,"2014_nk_151","Nush",2014,0.708791052993591,0.659197414897603,0.0024748110971119,458.21934184654,624.005410804318,1291.136,0.707836935790345
67,35.108,0.710223098972709,0.673427404872447,70.216,"2014_nk_151","Nush",2014,0.708777569073351,0.661853194316921,0.00265577941931727,458.21934184654,624.005410804318,1291.136,0.707836935790345
68,35.632,0.709582793420796,0.670813825521666,71.264,"2014_nk_151","Nush",2014,0.70874751041151,0.664532054889643,0.00267886057272271,458.21934184654,624.005410804318,1291.136,0.707836935790345
69,36.156,0.708400367917962,0.669303476424784,72.312,"2014_nk_151","Nush",2014,0.708740342844917,0.666983913918396,0.00245185902875233,458.21934184654,624.005410804318,1291.136,0.707836935790345
70,36.68,0.708549330298818,0.683416707206286,73.36,"2014_nk_151","Nush",2014,0.708746039358282,0.669336911104275,0.00235299718587911,458.21934184654,624.005410804318,1291.136,0.707836935790345
71,37.204,0.707670468495572,0.675859278584204,74.408,"2014_nk_151","Nush",2014,0.708701360939966,0.671657647072965,0.00232073596869053,458.21934184654,624.005410804318,1291.136,0.707836935790345
72,37.728,0.709243469543158,0.668751844279669,75.456,"2014_nk_151","Nush",2014,0.70863719885379,0.674005369836245,0.00234772276327966,458.21934184654,624.005410804318,1291.136,0.707836935790345
73,38.252,0.709036124828825,0.678712942355818,76.504,"2014_nk_151","Nush",2014,0.708623114267548,0.676550164287724,0.00254479445147915,458.21934184654,624.005410804318,1291.136,0.707836935790345
74,38.776,0.708938280250938,0.678652913778908,77.552,"2014_nk_151","Nush",2014,0.708594688795838,0.67911219062374,0.00256202633601599,458.21934184654,624.005410804318,1291.136,0.707836935790345
75,39.3,0.707794627592869,0.671108966776735,78.6,"2014_nk_151","Nush",2014,0.70859112397223,0.68176488018121,0.00265268955746945,458.21934184654,624.005410804318,1291.136,0.707836935790345
76,39.824,0.708471600302198,0.671188780168528,79.648,"2014_nk_151","Nush",2014,0.708638390543086,0.684722514980513,0.00295763479930322,458.21934184654,624.005410804318,1291.136,0.707836935790345
77,40.348,0.707602211355759,0.681374380766084,80.696,"2014_nk_151","Nush",2014,0.708606871158952,0.687652228345075,0.00292971336456183,458.21934184654,624.005410804318,1291.136,0.707836935790345
78,40.872,0.70768916964452,0.684076361936922,81.744,"2014_nk_151","Nush",2014,0.708578914436867,0.690662914354841,0.00301068600976684,458.21934184654,624.005410804318,1291.136,0.707836935790345
79,41.396,0.709242399806029,0.69095006216283,82.792,"2014_nk_151","Nush",2014,0.708551193539277,0.693695087087838,0.00303217273299639,458.21934184654,624.005410804318,1291.136,0.707836935790345
80,41.92,0.708242946626291,0.694553959491558,83.84,"2014_nk_151","Nush",2014,0.708556357598661,0.696488730201736,0.00279364311389863,458.21934184654,624.005410804318,1291.136,0.707836935790345
81,42.444,0.709250222563844,0.694380115887543,84.888,"2014_nk_151","Nush",2014,0.708552640773667,0.698728602337642,0.00223987213590549,458.21934184654,624.005410804318,1291.136,0.707836935790345
82,42.968,0.709255917278907,0.708160412210017,85.936,"2014_nk_151","Nush",2014,0.708527573799096,0.701029253916739,0.00230065157909687,458.21934184654,624.005410804318,1291.136,0.707836935790345
83,43.492,0.708737247160942,0.704068787527,86.984,"2014_nk_151","Nush",2014,0.708546667687494,0.70347521205875,0.00244595814201165,458.21934184654,624.005410804318,1291.136,0.707836935790345
